company,destination,model,powertrain,scenario,units,ti_per_vehicle_kgco2e,crossover_year,crossover_calendar_year,reason
honda,HR,JAZZ,HEV,S3,10,-13948.0855,3.458,2027.5,within lifetime
honda,HR,ZR-V,HEV,S3,34,-21944.7808,1.964,2026.0,within lifetime
honda,HU,CIVIC,HEV,S3,140,-24401.887,0.722,2024.7,within lifetime
honda,HU,CIVIC TYPE R,ICE,S3,5,-48607.0999,,,crossover before sale year (product already above benchmark at t=0)
honda,HU,CR-V,HEV,S3,119,-36443.386,,,crossover before sale year (product already above benchmark at t=0)
honda,HU,E:NY1,BEV,S3,96,8709.9464,26.787,2050.8,after lifetime
honda,HU,HONDA E,BEV,S3,3,8800.6253,27.186,2051.2,after lifetime
honda,HU,HR-V,HEV,S3,179,-28142.2083,0.063,2024.1,within lifetime
honda,HU,JAZZ,HEV,S3,60,-22667.273,1.051,2025.1,within lifetime
honda,HU,ZR-V,HEV,S3,104,-31210.389,,,crossover before sale year (product already above benchmark at t=0)
honda,IE,CIVIC,HEV,S3,61,-21828.0949,0.512,2024.5,within lifetime
honda,IE,CIVIC TYPE R,ICE,S3,3,-44214.2316,,,crossover before sale year (product already above benchmark at t=0)
honda,IE,CR-V,HEV,S3,10,-33682.3792,,,crossover before sale year (product already above benchmark at t=0)
honda,IE,E:NY1,BEV,S3,5,8328.3566,19.834,2043.8,after lifetime
honda,IE,HONDA E,BEV,S3,1,8705.7131,20.85,2044.8,after lifetime
honda,IE,HR-V,HEV,S3,18,-24426.2942,0.045,2024.0,within lifetime
honda,IE,JAZZ,HEV,S3,83,-18689.8923,1.122,2025.1,within lifetime
honda,IE,ZR-V,HEV,S3,23,-27434.0022,,,crossover before sale year (product already above benchmark at t=0)
honda,IT,CIVIC,HEV,S3,440,-18325.197,,,crossover before sale year (product already above benchmark at t=0)
honda,IT,CIVIC TYPE R,ICE,S3,52,-37249.8795,,,crossover before sale year (product already above benchmark at t=0)
honda,IT,CR-V,HEV,S3,841,-27576.4067,,,crossover before sale year (product already above benchmark at t=0)
honda,IT,HR-V,HEV,S3,3188,-21238.8411,,,crossover before sale year (product already above benchmark at t=0)
honda,IT,JAZZ,HEV,S3,1262,-16892.9925,0.172,2024.2,within lifetime
honda,IT,ZR-V,HEV,S3,1588,-23702.7986,,,crossover before sale year (product already above benchmark at t=0)
honda,LT,CIVIC,HEV,S3,10,-26958.6579,,,crossover before sale year (product already above benchmark at t=0)
honda,LT,CIVIC TYPE-R,ICE,S3,5,-50665.7488,,,crossover before sale year (product already above benchmark at t=0)
honda,LT,CR-V,HEV,S3,55,-38655.7251,,,crossover before sale year (product already above benchmark at t=0)
honda,LT,HR-V,HEV,S3,38,-29920.8458,,,crossover before sale year (product already above benchmark at t=0)
honda,LT,JAZZ,HEV,S3,19,-24652.3392,0.217,2024.2,within lifetime
honda,LT,ZR-V,HEV,S3,24,-33084.4966,,,crossover before sale year (product already above benchmark at t=0)
honda,LU,CIVIC,HEV,S3,38,8785.826,7.183,2031.2,within lifetime
honda,LU,CIVIC TYPE R,ICE,S3,17,-3441.0395,3.874,2027.9,within lifetime
honda,LU,CR-V,HEV,S3,39,2567.6021,5.304,2029.3,within lifetime
honda,LU,E:NY1,BEV,S3,19,26380.5216,49.956,2074.0,after lifetime
honda,LU,HR-V,HEV,S3,28,7236.2952,6.665,2030.7,within lifetime
honda,LU,JAZZ,HEV,S3,21,9973.4416,7.609,2031.6,within lifetime
honda,LU,ZR-V,HEV,S3,31,5574.2923,6.149,2030.1,within lifetime
honda,LV,CIVIC,HEV,S3,5,-24787.1095,0.98,2025.0,within lifetime
honda,LV,CIVIC TYPE R,ICE,S3,2,-48895.3276,,,crossover before sale year (product already above benchmark at t=0)
honda,LV,CR-V,HEV,S3,63,-36655.4644,,,crossover before sale year (product already above benchmark at t=0)
honda,LV,E:NY1,BEV,S3,1,10746.6098,33.443,2057.4,after lifetime
honda,LV,HRV,HEV,S3,25,-28009.3928,0.427,2024.4,within lifetime
honda,LV,JAZZ,HEV,S3,5,-22661.7737,1.37,2025.4,within lifetime
honda,LV,ZR-V,HEV,S3,25,-31382.5064,,,crossover before sale year (product already above benchmark at t=0)
honda,MT,CIVIC,HEV,S3,3,-12069.831,2.075,2026.1,within lifetime
honda,MT,CR-V,HEV,S3,1,-19266.7864,0.078,2024.1,within lifetime
honda,MT,E NY1,BEV,S3,11,2978.121,13.157,2037.2,within lifetime
honda,MT,HR-V,HEV,S3,1,-13774.373,1.547,2025.5,within lifetime
honda,MT,JAZZ,HEV,S3,9,-10701.9928,2.53,2026.5,within lifetime
honda,MT,ZR-V,HEV,S3,4,-15620.9603,1.017,2025.0,within lifetime
honda,NL,CIVIC,HEV,S3,202,-18658.6703,,,crossover before sale year (product already above benchmark at t=0)
honda,NL,CIVIC TYPE R,ICE,S3,1,-36564.9492,,,crossover before sale year (product already above benchmark at t=0)
honda,NL,CR-V,HEV,S3,60,-25842.783,,,crossover before sale year (product already above benchmark at t=0)
honda,NL,E:NY1,BEV,S3,118,4826.9458,16.701,2040.7,after lifetime
honda,NL,HR-V,HEV,S3,311,-20996.333,,,crossover before sale year (product already above benchmark at t=0)
honda,NL,JAZZ,HEV,S3,218,-16771.9821,,,crossover before sale year (product already above benchmark at t=0)
honda,NL,ZR-V,HEV,S3,56,-23460.3269,,,crossover before sale year (product already above benchmark at t=0)
honda,PL,CIVIC,HEV,S3,423,-28408.4005,,,crossover before sale year (product already above benchmark at t=0)
honda,PL,CIVIC TYPE R,ICE,S3,51,-53142.3776,,,crossover before sale year (product already above benchmark at t=0)
honda,PL,CR-V,HEV,S3,997,-40988.3037,,,crossover before sale year (product already above benchmark at t=0)
honda,PL,HR-V,HEV,S3,1604,-31726.8685,,,crossover before sale year (product already above benchmark at t=0)
honda,PL,JAZZ,HEV,S3,199,-26820.0179,,,crossover before sale year (product already above benchmark at t=0)
honda,PL,ZR-V,HEV,S3,608,-35041.5162,,,crossover before sale year (product already above benchmark at t=0)
honda,PT,CIVIC,HEV,S3,11,-23119.0285,,,crossover before sale year (product already above benchmark at t=0)
honda,PT,CIVIC TYPE R,ICE,S3,18,-44452.9595,,,crossover before sale year (product already above benchmark at t=0)
honda,PT,CR-V,HEV,S3,19,-29447.7618,,,crossover before sale year (product already above benchmark at t=0)
honda,PT,E:NY1,BEV,S3,34,9243.5079,34.45,2058.4,after lifetime
honda,PT,HR-V,HEV,S3,410,-25767.6238,,,crossover before sale year (product already above benchmark at t=0)
honda,PT,JAZZ,HEV,S3,133,-20487.2392,0.527,2024.5,within lifetime
honda,PT,ZR-V,HEV,S3,41,-28602.5261,,,crossover before sale year (product already above benchmark at t=0)
honda,RO,CIVIC,HEV,S3,283,-31455.2435,,,crossover before sale year (product already above benchmark at t=0)
honda,RO,CIVIC TYPE R,ICE,S3,19,-56933.9406,,,crossover before sale year (product already above benchmark at t=0)
honda,RO,CR-V,HEV,S3,360,-42579.5557,,,crossover before sale year (product already above benchmark at t=0)
honda,RO,E:NY1,BEV,S3,3,4095.732,16.31,2040.3,within lifetime
honda,RO,HR-V,HEV,S3,234,-34689.4933,,,crossover before sale year (product already above benchmark at t=0)
honda,RO,JAZZ,HEV,S3,28,-28508.9791,,,crossover before sale year (product already above benchmark at t=0)
honda,RO,ZR-V,HEV,S3,142,-38093.5844,,,crossover before sale year (product already above benchmark at t=0)
honda,SE,CIVIC,HEV,S3,116,-15614.4924,0.598,2024.6,within lifetime
honda,SE,CIVIC TYPE R,ICE,S3,12,-34129.4801,,,crossover before sale year (product already above benchmark at t=0)
honda,SE,CR-V,HEV,S3,113,-23294.0086,,,crossover before sale year (product already above benchmark at t=0)
honda,SE,E:NY1,BEV,S3,326,12290.107,56.44,2080.4,after lifetime
honda,SE,HR-V,HEV,S3,207,-18376.13,,,crossover before sale year (product already above benchmark at t=0)
honda,SE,JAZZ,HEV,S3,120,-14047.7077,0.985,2025.0,within lifetime
honda,SE,ZR-V,HEV,S3,58,-20738.1786,,,crossover before sale year (product already above benchmark at t=0)
honda,SI,CIVIC / 5 VRAT / 2.0 / HEV,HEV,S3,54,-15292.2704,2.737,2026.7,within lifetime
honda,SI,CIVIC / 5 VRAT / 2.0 / TYPE R,ICE,S3,1,-37472.2143,,,crossover before sale year (product already above benchmark at t=0)
honda,SI,CR-V / 2.0 / 4WD / E-CVT / HIBRID,HEV,S3,1,-31209.408,0.173,2024.2,within lifetime
honda,SI,CR-V / 2.0 / FHEV / AVT / 2WD,HEV,S3,17,-22095.6013,1.523,2025.5,within lifetime
honda,SI,CR-V / 2.0 / FHEV / AVT / 4WD,HEV,S3,42,-27438.1776,0.7,2024.7,within lifetime
honda,SI,HR-V / 1.5 / E-CVT / FHEV,HEV,S3,39,-18324.371,2.169,2026.2,within lifetime
honda,SI,HR-V / 1.5 / E-CVT FHEV,HEV,S3,2,-18324.371,2.169,2026.2,within lifetime
honda,SI,JAZZ / 1.5 / HIBRID,HEV,S3,5,-12541.8178,3.296,2027.3,within lifetime
honda,SI,JAZZ / 1.5 / HIBRID / CROSS,HEV,S3,8,-13924.6023,3.009,2027.0,within lifetime
honda,SI,JAZZ / 1.5 / HIBRID CROSS,HEV,S3,4,-13924.6023,3.009,2027.0,within lifetime
honda,SI,ZR-V / 2.0 / EHEV / AVT /,HEV,S3,71,-21183.7807,1.674,2025.7,within lifetime
honda,SK,CIVIC,HEV,S3,44,-17310.0912,0.452,2024.5,within lifetime
honda,SK,CIVIC TYPE R,ICE,S3,6,-36211.6631,,,crossover before sale year (product already above benchmark at t=0)
honda,SK,CR-V,HEV,S3,232,-27555.937,,,crossover before sale year (product already above benchmark at t=0)
honda,SK,HR-V,HEV,S3,188,-20195.6611,,,crossover before sale year (product already above benchmark at t=0)
honda,SK,HR-V.,HEV,S3,1,-20195.6611,,,crossover before sale year (product already above benchmark at t=0)
honda,SK,JAZZ,HEV,S3,31,-15913.4788,0.789,2024.8,within lifetime
honda,SK,ZR-V,HEV,S3,137,-22624.7887,,,crossover before sale year (product already above benchmark at t=0)
hyundai,AT,BAYON,HEV,S1,60,2794.6135,10.458,2034.5,within lifetime
hyundai,AT,BAYON,ICE,S1,705,2247.1651,9.701,2033.7,within lifetime
hyundai,AT,G70 GENESIS G70,ICE,S1,1,-17234.2526,,,crossover before sale year (product already above benchmark at t=0)
hyundai,AT,G90 GENESIS G90,HEV,S1,2,-26996.9795,,,crossover before sale year (product already above benchmark at t=0)
hyundai,AT,GV70 GENESIS GV70,BEV,S1,1,26735.8333,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,AT,GV70 GENESIS GV70,ICE,S1,1,-12925.4913,,,crossover before sale year (product already above benchmark at t=0)
hyundai,AT,I 30,HEV,S1,324,-1507.402,4.892,2028.9,within lifetime
hyundai,AT,I 30,ICE,S1,1631,199.8572,7.001,2031.0,within lifetime
hyundai,AT,I 30 N,ICE,S1,17,-11620.1952,,,crossover before sale year (product already above benchmark at t=0)
hyundai,AT,I10,ICE,S1,1575,3923.2733,12.068,2036.1,within lifetime
hyundai,AT,I20,ICE,S1,2058,3079.6394,10.858,2034.9,within lifetime
hyundai,AT,I20 N,ICE,S1,42,-4738.8449,1.2,2025.2,within lifetime
hyundai,AT,IONIQ5,BEV,S1,144,26933.142,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,AT,IONIQ5 N,BEV,S1,77,26438.8871,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,AT,IONIQ6,BEV,S1,51,27180.7236,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,AT,KONA KAUAI,BEV,S1,527,27290.7449,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,AT,KONA KAUAI,HEV,S1,630,6122.8821,15.424,2039.4,after lifetime
hyundai,AT,KONA KAUAI,ICE,S1,451,-121.9642,6.594,2030.6,within lifetime
hyundai,AT,SANTA FE,HEV,S1,11,-5828.2126,0.034,2024.0,within lifetime
hyundai,AT,SANTA FE,ICE,S1,8,-8778.3086,,,crossover before sale year (product already above benchmark at t=0)
hyundai,AT,STARIA,HEV,S1,1,-8377.2339,,,crossover before sale year (product already above benchmark at t=0)
hyundai,AT,STARIA,ICE,S1,17,-19566.0465,,,crossover before sale year (product already above benchmark at t=0)
hyundai,AT,STARIA PREMIUM,ICE,S1,2,-20681.2616,,,crossover before sale year (product already above benchmark at t=0)
hyundai,AT,TUCSON IX35,HEV,S1,1849,-2434.7749,3.794,2027.8,within lifetime
hyundai,AT,TUCSON IX35,ICE,S1,727,-4500.8936,1.46,2025.5,within lifetime
hyundai,BE,BAYON,HEV,S1,309,-6129.3015,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,BAYON,ICE,S1,493,-6553.4215,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,G80 GENESIS G80,ICE,S1,1,-23144.1443,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,G90 GENESIS G90,HEV,S1,1,-37200.3821,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,I 30,HEV,S1,542,-7567.9464,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,I 30,ICE,S1,157,-7896.7089,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,I 30 N,ICE,S1,42,-22902.3415,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,I10,ICE,S1,1255,-5117.2092,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,I20,HEV,S1,5,-6221.5986,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,I20,ICE,S1,1171,-6001.5306,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,I20 N,ICE,S1,48,-14922.8471,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,IONIQ5,BEV,S1,468,19862.2102,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,BE,IONIQ5 N,BEV,S1,71,19126.3305,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,BE,IONIQ6,BEV,S1,347,20357.3177,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,BE,KONA KAUAI,BEV,S1,588,20315.067,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,BE,KONA KAUAI,HEV,S1,1274,-2697.6145,2.473,2026.5,within lifetime
hyundai,BE,KONA KAUAI,ICE,S1,576,-8932.3505,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,KONA N KAUAI N,ICE,S1,5,-23627.75,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,SANTA FE,HEV,S1,38,-15040.324,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,STARIA,HEV,S1,1,-19006.4934,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,STARIA,ICE,S1,12,-30599.7244,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,STARIA PREMIUM,HEV,S1,1,-19006.4934,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,STARIA PREMIUM,ICE,S1,3,-30398.2301,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,TUCSON IX35,HEV,S1,3307,-10324.6893,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BE,TUCSON IX35,ICE,S1,196,-13003.2226,,,crossover before sale year (product already above benchmark at t=0)
hyundai,BG,BAYON,HEV,S1,2,10900.6688,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,BAYON,ICE,S1,121,10381.1132,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,ELANTRA,ICE,S1,37,6824.0584,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,GV80 GENESIS GV80,ICE,S1,1,-20635.5564,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,I 30,HEV,S1,29,6150.925,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,I 30,ICE,S1,236,7023.4076,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,I 30 N,ICE,S1,5,-6468.3494,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,I10,ICE,S1,284,11519.9447,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,I20,ICE,S1,253,11124.2711,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,I20 N,ICE,S1,5,1597.6517,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,IONIQ5,BEV,S1,24,34985.3205,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,BG,IONIQ5 N,BEV,S1,23,33763.7023,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,BG,IONIQ6,BEV,S1,30,36145.5206,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,BG,KONA KAUAI,BEV,S1,121,36384.0435,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,BG,KONA KAUAI,HEV,S1,142,14932.5228,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,KONA KAUAI,ICE,S1,85,4158.5812,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,SANTA FE,HEV,S1,52,-1403.5307,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,SANTA FE,ICE,S1,2,-3572.8618,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,STARIA,HEV,S1,3,-2768.415,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,STARIA,ICE,S1,13,-15504.8042,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,STARIA PREMIUM,ICE,S1,28,-17348.5834,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,TUCSON IX35,HEV,S1,632,3146.9336,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,BG,TUCSON IX35,ICE,S1,48,2077.01,,,"r_fleet <= 0: benchmark non-declining, no crossover"
hyundai,CY,BAYON,ICE,S1,91,-1954.2567,6.914,2030.9,within lifetime
hyundai,CY,I 30,HEV,S1,9,-3246.7296,5.187,2029.2,within lifetime
hyundai,CY,I 30,ICE,S1,5,-2438.165,6.26,2030.3,within lifetime
hyundai,CY,I 30 N,ICE,S1,6,-22043.0288,,,crossover before sale year (product already above benchmark at t=0)
hyundai,CY,I10,ICE,S1,60,-2131.5148,6.673,2030.7,within lifetime
hyundai,CY,I20,ICE,S1,108,-1804.2041,7.118,2031.1,within lifetime
hyundai,CY,I20 N,ICE,S1,11,-12089.7903,,,crossover before sale year (product already above benchmark at t=0)
hyundai,CY,IONIQ5,BEV,S1,63,16306.706,626.634,2650.6,after lifetime
hyundai,CY,IONIQ5 N,BEV,S1,2,12636.3142,451.074,2475.1,after lifetime
hyundai,CY,IONIQ6,BEV,S1,19,18618.9776,755.358,2779.4,after lifetime
hyundai,CY,KONA KAUAI,BEV,S1,34,19151.0446,787.463,2811.5,after lifetime
hyundai,CY,KONA KAUAI,HEV,S1,54,3250.3086,14.527,2038.5,within lifetime
hyundai,CY,KONA KAUAI,ICE,S1,46,-5755.9112,1.993,2026.0,within lifetime
hyundai,CY,KONA N KAUAI N,ICE,S1,1,-22947.8686,,,crossover before sale year (product already above benchmark at t=0)
hyundai,CY,TUCSON IX35,HEV,S1,760,-7219.7146,0.218,2024.2,within lifetime
hyundai,CY,TUCSON IX35,ICE,S1,8,-10393.2155,,,crossover before sale year (product already above benchmark at t=0)
hyundai,CZ,BAYON,HEV,S1,13,3584.7345,39.635,2063.6,after lifetime
hyundai,CZ,BAYON,ICE,S1,1575,2629.3807,30.621,2054.6,after lifetime
hyundai,CZ,G80 GENESIS G80,ICE,S1,1,-10750.1959,,,crossover before sale year (product already above benchmark at t=0)
hyundai,CZ,GV80 GENESIS GV80,ICE,S1,1,-21878.9683,,,crossover before sale year (product already above benchmark at t=0)
hyundai,CZ,I 10,ICE,S1,1,4020.72,43.866,2067.9,after lifetime
hyundai,CZ,I 20,ICE,S1,2,4020.72,43.866,2067.9,after lifetime
hyundai,CZ,I 30,HEV,S1,3154,167.2837,8.863,2032.9,within lifetime
hyundai,CZ,I 30,ICE,S1,5588,658.7786,13.049,2037.0,within lifetime
hyundai,CZ,I10,ICE,S1,773,4369.9005,47.311,2071.3,after lifetime
hyundai,CZ,I20,HEV,S1,3,3547.8043,39.28,2063.3,after lifetime
hyundai,CZ,I20,ICE,S1,1736,3365.0937,37.532,2061.5,after lifetime
hyundai,CZ,IONIQ5,BEV,S1,146,17710.8974,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,CZ,IONIQ6,BEV,S1,31,19346.288,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,CZ,KONA KAUAI,BEV,S1,310,19676.6419,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,CZ,KONA KAUAI,HEV,S1,37,6268.7458,66.977,2091.0,after lifetime
hyundai,CZ,KONA KAUAI,ICE,S1,747,-486.8577,3.405,2027.4,within lifetime
hyundai,CZ,SANTA FE,HEV,S1,145,-5910.0451,,,crossover before sale year (product already above benchmark at t=0)
hyundai,CZ,SANTA FE,ICE,S1,33,-7647.6359,,,crossover before sale year (product already above benchmark at t=0)
hyundai,CZ,STARIA,HEV,S1,9,-7287.798,,,crossover before sale year (product already above benchmark at t=0)
hyundai,CZ,STARIA,ICE,S1,154,-17931.9974,,,crossover before sale year (product already above benchmark at t=0)
hyundai,CZ,TUCSON,ICE,S1,2,-3061.226,,,crossover before sale year (product already above benchmark at t=0)
hyundai,CZ,TUCSON IX35,HEV,S1,3205,-2242.4773,,,crossover before sale year (product already above benchmark at t=0)
hyundai,CZ,TUCSON IX35,ICE,S1,2312,-3474.1439,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,BAYON,HEV,S1,2799,-3462.4149,1.426,2025.4,within lifetime
hyundai,DE,BAYON,ICE,S1,1626,-4095.2681,0.529,2024.5,within lifetime
hyundai,DE,BC3,ICE,S1,2,-8728.589,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,G70 GENESIS G70,ICE,S1,119,-19098.1277,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,G80 GENESIS G80,BEV,S1,16,13836.5986,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,DE,G80 GENESIS G80,ICE,S1,28,-21282.8394,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,G90 GENESIS G90,HEV,S1,35,-31755.0503,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,GENESIS RS4,ICE,S1,1,-45300.3612,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,GV60 GENESIS GV60,BEV,S1,110,14079.0497,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,DE,GV70 GENESIS GV70,BEV,S1,124,13757.8126,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,DE,GV70 GENESIS GV70,ICE,S1,460,-21057.7724,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,GV80 GENESIS GV80,ICE,S1,126,-29601.132,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,I 30,HEV,S1,7647,-6890.8899,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,I 30,ICE,S1,3771,-5802.8257,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,I 30 N,ICE,S1,2735,-17899.6493,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,I10,ICE,S1,15021,-3090.8567,1.962,2026.0,within lifetime
hyundai,DE,I20,HEV,S1,4421,-3110.0456,1.934,2025.9,within lifetime
hyundai,DE,I20,ICE,S1,5642,-3331.1978,1.614,2025.6,within lifetime
hyundai,DE,I20 N,ICE,S1,1792,-11310.1258,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,INSTER,BEV,S1,28,15743.5188,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,DE,IONIQ,HEV,S1,1,-287.657,6.279,2030.3,within lifetime
hyundai,DE,IONIQ5,BEV,S1,6449,14667.7497,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,DE,IONIQ5 N,BEV,S1,1171,12864.2754,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,DE,IONIQ6,BEV,S1,2450,15655.1717,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,DE,KONA,HEV,S1,3,-27411.4956,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,KONA KAUAI,BEV,S1,6505,15662.853,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,DE,KONA KAUAI,HEV,S1,2601,-597.1313,5.777,2029.8,within lifetime
hyundai,DE,KONA KAUAI,ICE,S1,4389,-7910.4354,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,KONA N KAUAI N,ICE,S1,84,-19054.7364,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,MX5 PHEV,HEV,S1,1,-16255.7233,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,NX4,HEV,S1,4,-12263.7067,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,NX4,ICE,S1,2,-24970.7584,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,NX4E,ICE,S1,1,-22711.9136,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,SANTA FE,HEV,S1,731,-12617.9353,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,SANTA FE,ICE,S1,119,-14725.0473,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,STARIA,HEV,S1,266,-14943.2795,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,STARIA,ICE,S1,1598,-25676.3139,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,STARIA PREMIUM,ICE,S1,661,-26319.6114,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,SX2,HEV,S1,3,-4516.6353,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,SX2,ICE,S1,6,-20560.6329,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,TUCSON,HEV,S1,2,-13193.3544,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,TUCSON IX35,HEV,S1,16018,-8735.7266,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,TUCSON IX35,ICE,S1,2198,-10594.0505,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DE,US4,HEV,S1,5,-50291.7659,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DK,BAYON,ICE,S1,49,-4947.3587,1.447,2025.4,within lifetime
hyundai,DK,I 30,HEV,S1,24,-8360.7357,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DK,I 30,ICE,S1,173,-6552.0922,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DK,I10,ICE,S1,776,-2278.7921,4.109,2028.1,within lifetime
hyundai,DK,I20,ICE,S1,763,-4335.5362,2.033,2026.0,within lifetime
hyundai,DK,I20 N,ICE,S1,2,-12434.9302,,,crossover before sale year (product already above benchmark at t=0)
hyundai,DK,IONIQ,BEV,S1,1,19416.683,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
hyundai,DK,IONIQ 5,BEV,S1,1,19416.683,,,never crosses: below benchmark at sale and the grid decarbonises at least as fast as the fleet benchmark
