market,company,destination,cohort_year,model,powertrain,units,reason,coverage_note
EU27,kia,SK,2024,NIRO,PHEV,7,no sourced utility factor: the sales data publish only combined values,
EU27,kia,SK,2024,SORENTO,PHEV,17,no sourced utility factor: the sales data publish only combined values,
EU27,kia,SK,2024,SPORTAGE,PHEV,104,no sourced utility factor: the sales data publish only combined values,
EU27,kia,SK,2024,XCEED,PHEV,7,no sourced utility factor: the sales data publish only combined values,
EU27,nissan,LU,2024,LEAF 40KWH,BEV,1,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,nissan,LU,2024,NISSAN ARIYA,BEV,6,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,nissan,LU,2024,NISSAN LEAF 40KWH,BEV,5,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,nissan,LU,2024,NISSAN JUKE,HEV,65,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,nissan,LU,2024,NISSAN QASHQAI,HEV,207,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,nissan,LU,2024,NISSAN X-TRAIL,HEV,73,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,nissan,LU,2024,X-TRAIL,HEV,2,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,nissan,DE,2024,,ICE,2,the registration dataset reports no certified intensity for this cell,
EU27,nissan,DE,2024,NISSAN,ICE,1,the registration dataset reports no certified intensity for this cell,
EU27,nissan,DE,2024,NISSAN PATHFINDER,ICE,1,the registration dataset reports no certified intensity for this cell,
EU27,nissan,DE,2024,NISSAN Z,ICE,10,the registration dataset reports no certified intensity for this cell,
EU27,nissan,DE,2024,PATHFINDER,ICE,1,the registration dataset reports no certified intensity for this cell,
EU27,nissan,DE,2024,Z,ICE,3,the registration dataset reports no certified intensity for this cell,
EU27,nissan,LU,2024,NISSAN JUKE,ICE,63,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,nissan,LU,2024,PRIMASTAR,ICE,2,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,nissan,LU,2024,TOWNSTAR,ICE,15,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,nissan,RO,2024,QASHQAI,ICE,2,the registration dataset reports no certified intensity for this cell,
EU27,nissan,RO,2024,X-TRAIL,ICE,1,the registration dataset reports no certified intensity for this cell,
EU27,toyota,BE,2024,BZ4X,BEV,1,the registration dataset reports no certified intensity for this cell,
EU27,toyota,DE,2024,PROACE VERSO,BEV,7,the registration dataset reports no certified intensity for this cell,
EU27,toyota,LU,2024,TOYOTA BZ4X,BEV,21,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,AT,2024,TOYOTA MIRAI,FCEV,1,no sourced hydrogen supply emissions intensity for the destination,
EU27,toyota,BE,2024,TOYOTA MIRAI,FCEV,4,no sourced hydrogen supply emissions intensity for the destination,
EU27,toyota,DE,2024,TOYOTA MIRAI,FCEV,148,no sourced hydrogen supply emissions intensity for the destination,
EU27,toyota,EE,2024,TOYOTA MIRAI,FCEV,5,no sourced hydrogen supply emissions intensity for the destination,
EU27,toyota,FR,2024,TOYOTA MIRAI,FCEV,530,no sourced hydrogen supply emissions intensity for the destination,
EU27,toyota,HU,2024,TOYOTA MIRAI,FCEV,1,no sourced hydrogen supply emissions intensity for the destination,
EU27,toyota,IT,2024,TOYOTA MIRAI,FCEV,1,no sourced hydrogen supply emissions intensity for the destination,
EU27,toyota,DE,2024,SEQUOIA HYBRID,HEV,3,the registration dataset reports no certified intensity for this cell,
EU27,toyota,DE,2024,SEQUOIA TRD PRO HYBRID,HEV,1,the registration dataset reports no certified intensity for this cell,
EU27,toyota,DE,2024,TOYOTA SEQUOIA,HEV,1,the registration dataset reports no certified intensity for this cell,
EU27,toyota,DE,2024,TOYOTA SEQUOIA HYBRID,HEV,5,the registration dataset reports no certified intensity for this cell,
EU27,toyota,LU,2024,TOYOTA C-HR,HEV,93,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,TOYOTA CAMRY,HEV,11,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,TOYOTA COROLLA,HEV,244,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,TOYOTA HIGHLANDER,HEV,3,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,TOYOTA RAV4,HEV,80,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,TOYOTA YARIS,HEV,276,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,TOYOTA YARIS CROSS,HEV,95,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,DE,2024,CAMRY LE,ICE,6,the registration dataset reports no certified intensity for this cell,
EU27,toyota,DE,2024,CAMRY SE,ICE,1,the registration dataset reports no certified intensity for this cell,
EU27,toyota,DE,2024,COROLLA GR,ICE,1,the registration dataset reports no certified intensity for this cell,
EU27,toyota,DE,2024,HIGHLANDER XLE,ICE,1,the registration dataset reports no certified intensity for this cell,
EU27,toyota,DE,2024,LAND CRUISER 300 SERIES,ICE,3,the registration dataset reports no certified intensity for this cell,
EU27,toyota,DE,2024,TOYOTA 4-RUNNER,ICE,1,the registration dataset reports no certified intensity for this cell,
EU27,toyota,DE,2024,TOYOTA COROLLA GR,ICE,1,the registration dataset reports no certified intensity for this cell,
EU27,toyota,LU,2024,LAND CRUISER,ICE,1,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,PROACE,ICE,24,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,PROACE CITY VERSO,ICE,102,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,TOYOTA AYGO X,ICE,89,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,TOYOTA GR 86,ICE,15,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,TOYOTA GR YARIS,ICE,77,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,TOYOTA LAND CRUISER,ICE,7,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,TOYOTA LAND CRUISER (150 SERIES),ICE,15,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,TOYOTA SUPRA,ICE,6,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,TOYOTA YARIS,ICE,21,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,LU,2024,TOYOTA YARIS CROSS,ICE,4,"destination benchmark withheld: the national car CO2 inventory and the registered stock cover different driving populations (FLEET_INTENSITY_IMPLAUSIBLE), so no defensible benchmark exists; market reported separately",
EU27,toyota,AT,2024,TOYOTA C-HR,PHEV,96,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,AT,2024,TOYOTA PRIUS PHEV,PHEV,59,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,AT,2024,TOYOTA RAV4,PHEV,196,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,BE,2024,TOYOTA C-HR,PHEV,158,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,BE,2024,TOYOTA PRIUS PHEV,PHEV,74,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,BE,2024,TOYOTA RAV4,PHEV,691,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,BG,2024,TOYOTA C-HR,PHEV,66,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,BG,2024,TOYOTA PRIUS PHEV,PHEV,11,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,BG,2024,TOYOTA RAV4,PHEV,215,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,CY,2024,RAV4,PHEV,1,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,CY,2024,TOYOTA RAV4,PHEV,6,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,CZ,2024,TOYOTA C-HR,PHEV,96,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,CZ,2024,TOYOTA PRIUS PHEV,PHEV,85,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,CZ,2024,TOYOTA RAV4,PHEV,302,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,DE,2024,TOYOTA C-HR,PHEV,946,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,DE,2024,TOYOTA PRIUS PHEV,PHEV,198,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,DE,2024,TOYOTA RAV4,PHEV,702,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,DK,2024,TOYOTA C-HR,PHEV,171,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,DK,2024,TOYOTA PRIUS PHEV,PHEV,55,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,DK,2024,TOYOTA RAV4,PHEV,268,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,EE,2024,TOYOTA C-HR,PHEV,32,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,EE,2024,TOYOTA PRIUS PHEV,PHEV,17,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,EE,2024,TOYOTA RAV4,PHEV,119,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,ES,2024,TOYOTA C-HR,PHEV,2154,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,ES,2024,TOYOTA RAV4,PHEV,1435,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,FI,2024,TOYOTA C-HR,PHEV,252,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,FI,2024,TOYOTA PRIUS PHEV,PHEV,131,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,FI,2024,TOYOTA RAV4,PHEV,738,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,FR,2024,TOYOTA C-HR,PHEV,1383,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,FR,2024,TOYOTA PRIUS PHEV,PHEV,639,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,FR,2024,TOYOTA RAV4,PHEV,1886,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,GR,2024,TOYOTA C-HR,PHEV,226,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,GR,2024,TOYOTA PRIUS PHEV,PHEV,7,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,GR,2024,TOYOTA RAV4,PHEV,129,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,HR,2024,RAV 4,PHEV,1,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,HR,2024,TOYOTA C-HR,PHEV,32,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,HR,2024,TOYOTA PRIUS PHEV,PHEV,16,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,HR,2024,TOYOTA RAV4,PHEV,48,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,HU,2024,TOYOTA C-HR,PHEV,105,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,HU,2024,TOYOTA PRIUS PHEV,PHEV,41,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,HU,2024,TOYOTA PRIUS PHV,PHEV,1,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,HU,2024,TOYOTA RAV4,PHEV,73,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,IE,2024,TOYOTA C-HR,PHEV,236,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,IE,2024,TOYOTA PRIUS PHEV,PHEV,151,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,IE,2024,TOYOTA RAV4,PHEV,542,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,IT,2024,TOYOTA C-HR,PHEV,1805,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,IT,2024,TOYOTA PRIUS PHEV,PHEV,226,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,IT,2024,TOYOTA RAV4,PHEV,660,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,LT,2024,TOYOTA C-HR,PHEV,29,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,LT,2024,TOYOTA PRIUS PHEV,PHEV,8,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,LT,2024,TOYOTA RAV4,PHEV,337,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,LU,2024,TOYOTA C-HR,PHEV,3,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,LU,2024,TOYOTA PRIUS PHEV,PHEV,2,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,LU,2024,TOYOTA RAV4,PHEV,21,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,LV,2024,TOYOTA C-HR,PHEV,14,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,LV,2024,TOYOTA PRIUS PHEV,PHEV,6,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,LV,2024,TOYOTA RAV4,PHEV,66,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,MT,2024,TOYOTA C-HR,PHEV,5,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,MT,2024,TOYOTA RAV4,PHEV,4,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,NL,2024,TOYOTA C-HR,PHEV,697,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,NL,2024,TOYOTA PRIUS PHEV,PHEV,149,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,NL,2024,TOYOTA RAV4,PHEV,377,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,PL,2024,TOYOTA C-HR,PHEV,409,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,PL,2024,TOYOTA PRIUS PHEV,PHEV,136,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,PL,2024,TOYOTA RAV4,PHEV,777,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,PT,2024,TOYOTA C-HR,PHEV,358,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,PT,2024,TOYOTA PRIUS PHEV,PHEV,145,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,PT,2024,TOYOTA RAV4,PHEV,530,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,RO,2024,TOYOTA C-HR,PHEV,64,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,RO,2024,TOYOTA PRIUS PHEV,PHEV,22,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,RO,2024,TOYOTA RAV4,PHEV,500,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,SE,2024,TOYOTA C-HR,PHEV,542,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,SE,2024,TOYOTA RAV4,PHEV,945,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,SI,2024,TOYOTA C-HR,PHEV,41,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,SI,2024,TOYOTA PRIUS PHEV,PHEV,17,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,SI,2024,TOYOTA RAV4,PHEV,45,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,SK,2024,TOYOTA C-HR,PHEV,49,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,SK,2024,TOYOTA PRIUS PHEV,PHEV,37,no sourced utility factor: the sales data publish only combined values,
EU27,toyota,SK,2024,TOYOTA RAV4,PHEV,95,no sourced utility factor: the sales data publish only combined values,
KR,hyundai,KR,2025,NEXO  (NH2),FCEV,5003,no sourced hydrogen supply emissions intensity for the destination,Korea domestic sales as published in the exporter's IR release
KR,hyundai,KR,2024,NEXO (FE),FCEV,2751,no sourced hydrogen supply emissions intensity for the destination,Korea domestic sales as published in the exporter's IR release
KR,hyundai,KR,2025,NEXO (FE),FCEV,675,no sourced hydrogen supply emissions intensity for the destination,Korea domestic sales as published in the exporter's IR release
KR,kia,KR,2026,Bongo,,14037,out_of_scope: light truck (화물),"retail sales as published by the exporter's investor-relations release; partial year: the source covers 2026-01..2026-06 only, not the full cohort year"
KR,kia,KR,2026,Bongo EV,,2378,out_of_scope: light truck (화물),"retail sales as published by the exporter's investor-relations release; partial year: the source covers 2026-01..2026-06 only, not the full cohort year"
KR,kia,KR,2026,Bus,,699,out_of_scope: buses (승합),"retail sales as published by the exporter's investor-relations release; partial year: the source covers 2026-01..2026-06 only, not the full cohort year"
KR,kia,KR,2026,Millitary,,700,out_of_scope: military vehicles as labelled in the IR file,"retail sales as published by the exporter's investor-relations release; partial year: the source covers 2026-01..2026-06 only, not the full cohort year"
KR,kia,KR,2026,Tasman,,1976,out_of_scope: pickup truck: 화물 registration class outside the passenger-car benchmark,"retail sales as published by the exporter's investor-relations release; partial year: the source covers 2026-01..2026-06 only, not the full cohort year"
US,hyundai,US,2024,IONIQ 5 Robo Taxi,,49,out_of_scope: fleet robotaxi vehicles (16 and 49 units); not a retail passenger-car cohort,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,hyundai,US,2025,IONIQ 5 Robo Taxi,,16,out_of_scope: fleet robotaxi vehicles (16 and 49 units); not a retail passenger-car cohort,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,hyundai,US,2025,IONIQ 9,BEV,5189,no EPA technology row for Ioniq 9 BEV at or before model year 2025 in vehicle_technology_us_epa.csv,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,hyundai,US,2024,Nexo,FCEV,94,no sourced hydrogen supply emissions intensity for the destination,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,hyundai,US,2025,Nexo,FCEV,5,no sourced hydrogen supply emissions intensity for the destination,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,hyundai,US,2024,Tucson,PHEV,8433,no sourced utility factor: the sales data publish only combined values,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total); powertrain split with EPA Automotive Trends MY2024 production shares (A-US-PT)
US,hyundai,US,2025,Tucson,PHEV,9582,no sourced utility factor: the sales data publish only combined values,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total); powertrain split with EPA Automotive Trends MY2024 production shares (A-US-PT)
US,kia,US,2024,Rio,ICE,1917,no EPA technology row for Rio ICE at or before model year 2024 in vehicle_technology_us_epa.csv,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,kia,US,2024,Niro,PHEV,3186,no sourced utility factor: the sales data publish only combined values,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total); powertrain split with EPA Automotive Trends MY2024 production shares (A-US-PT)
US,kia,US,2025,Niro,PHEV,3301,no sourced utility factor: the sales data publish only combined values,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total); powertrain split with EPA Automotive Trends MY2024 production shares (A-US-PT)
US,kia,US,2026,Niro,PHEV,2178,no sourced utility factor: the sales data publish only combined values,"retail sales as published by the exporter's investor-relations release; partial year: the source covers 2026-01..2026-06 only, not the full cohort year; powertrain split with EPA Automotive Trends MY2024 production shares (A-US-PT)"
US,kia,US,2024,Sorento,PHEV,1683,no sourced utility factor: the sales data publish only combined values,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total); powertrain split with EPA Automotive Trends MY2024 production shares (A-US-PT)
US,kia,US,2025,Sorento,PHEV,1677,no sourced utility factor: the sales data publish only combined values,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total); powertrain split with EPA Automotive Trends MY2024 production shares (A-US-PT)
US,kia,US,2026,Sorento,PHEV,228,no sourced utility factor: the sales data publish only combined values,"retail sales as published by the exporter's investor-relations release; partial year: the source covers 2026-01..2026-06 only, not the full cohort year; powertrain split with EPA Automotive Trends MY2024 production shares (A-US-PT)"
US,kia,US,2026,Sorento,PHEV,645,no sourced utility factor: the sales data publish only combined values,"retail sales as published by the exporter's investor-relations release; partial year: the source covers 2026-01..2026-06 only, not the full cohort year; powertrain split with EPA Automotive Trends MY2024 production shares (A-US-PT)"
US,kia,US,2024,Sportage,PHEV,9393,no sourced utility factor: the sales data publish only combined values,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total); powertrain split with EPA Automotive Trends MY2024 production shares (A-US-PT)
US,kia,US,2025,Sportage,PHEV,10606,no sourced utility factor: the sales data publish only combined values,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total); powertrain split with EPA Automotive Trends MY2024 production shares (A-US-PT)
US,kia,US,2026,Sportage,PHEV,2605,no sourced utility factor: the sales data publish only combined values,"retail sales as published by the exporter's investor-relations release; partial year: the source covers 2026-01..2026-06 only, not the full cohort year; powertrain split with EPA Automotive Trends MY2024 production shares (A-US-PT)"
US,kia,US,2026,Sportage,PHEV,2900,no sourced utility factor: the sales data publish only combined values,"retail sales as published by the exporter's investor-relations release; partial year: the source covers 2026-01..2026-06 only, not the full cohort year; powertrain split with EPA Automotive Trends MY2024 production shares (A-US-PT)"
US,nissan,US,2025,Maxima,ICE,14,no EPA technology row for Maxima ICE at or before model year 2025 in vehicle_technology_us_epa.csv,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,nissan,US,2024,Maxima,ICE,942,no EPA technology row for Maxima ICE at or before model year 2024 in vehicle_technology_us_epa.csv,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,toyota,US,2025,OTHER (NOT PRINTED AS A MODEL ROW),,6,unallocated: the release's division total exceeds the model rows it prints; the difference is kept and withheld,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,toyota,US,2024,OTHER (NOT PRINTED AS A MODEL ROW),,15,unallocated: the release's division total exceeds the model rows it prints; the difference is kept and withheld,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,toyota,US,2025,MIRAI,FCEV,210,no sourced hydrogen supply emissions intensity for the destination,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,toyota,US,2024,MIRAI,FCEV,499,no sourced hydrogen supply emissions intensity for the destination,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,toyota,US,2024,SEQUOIA,ICE,6,no EPA technology row for Sequoia ICE at or before model year 2024 in vehicle_technology_us_epa.csv,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,toyota,US,2025,SIENNA,ICE,10,no EPA technology row for Sienna ICE at or before model year 2025 in vehicle_technology_us_epa.csv,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,toyota,US,2024,SIENNA,ICE,29,no EPA technology row for Sienna ICE at or before model year 2024 in vehicle_technology_us_epa.csv,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,toyota,US,2025,PRIUS,PHEV,15503,no sourced utility factor: the sales data publish only combined values,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,toyota,US,2024,PRIUS,PHEV,12672,no sourced utility factor: the sales data publish only combined values,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,toyota,US,2025,RAV4,PHEV,20272,no sourced utility factor: the sales data publish only combined values,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
US,toyota,US,2024,RAV4,PHEV,31093,no sourced utility factor: the sales data publish only combined values,brand total sales including fleet as published by the company's US release (the Hyundai IR sheet is labelled retail but equals the brand total)
